Transaction Detail by Account,,,,,,,,,
And Company (Spicy Cubes),,,,,,,,,
"January 1-December 3, 2025",,,,,,,,,

,Transaction date,Transaction type,Num,Name,Class full name,Memo/Description,Account full name,Amount,Balance
,08/04/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250802 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX6529986 EED:250804 IND ID:XXXXXXXX15523 IND NAME:ROBERTO NO EL XX0802PPZAD9 TRN: XXXXXX9986 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-411.28,"201,505.22"
,08/04/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250802 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX6529774 EED:250804 IND ID:XXXXXXXX42750 IND NAME:ROBERTO NO EL XX0802PPZAD9 TRN: XXXXXX9774 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,"-1,654.32","199,850.90"
,08/04/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250802 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX6529930 EED:250804 IND ID:XXXXXXXX33341 IND NAME:ROBERTO NO EL XX0802PPZAD9 TRN: XXXXXX9930 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-550.00,"199,300.90"
,08/04/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250802 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX6530113 EED:250804 IND ID:XXXXXXXX10211 IND NAME:ROBERTO NO EL XX0802PPZAD9 TRN: XXXXXX0113 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-140.50,"199,160.40"
,08/04/2025,Expense,,Hannah Runyon,,"ONLINE DOMESTIC WIRE TRANSFER VIA: ONPOINT COM CU PTL/XXXXX5880 A/C: HANNAH RUNYON KALAMA WA X8625 US REF: 650X2 RET, 373.91 AFF, NO MULTI PLATFORM IMAD: 0804MM QFMP2KXX6293 TRN: XXXXXX5216 ES 08/04",6100 Advertising & Marketing:6120 Affiliate Marketing Expense,"-1,673.91","197,486.49"
,08/04/2025,Expense,,ASHLI EVANS,,"ONLINE DOMESTIC WIRE TRANSFER VIA: US BANK TENNESSEE/XXXXX0059 A/C: ASHLI NEW BANK KNOXVILLE TN X7914 US REF: 3600 RET, 7343.8 REV SHARE, 6322 AFF, 1500 MOST VI EWS IMAD: 0804MMQFMP2MXX6121 TRN: XXXXXX5216 ES 08/04",6100 Advertising & Marketing:6120 Affiliate Marketing Expense,"-18,765.80","178,720.69"
,08/05/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250804 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX0767596 EED:250805 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX7596 TC,1060 Maverick Holding,-66.20,"178,654.49"
,08/05/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250804 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX0767583 EED:250805 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX7583 TC,1060 Maverick Holding,"6,332.27","184,986.76"
,08/05/2025,Expense,,Chase Bank,,SERVICE CHARGES FOR THE MONTH OF JULY,6210 Bank Charges & Fees,-180.00,"184,806.76"
,08/05/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250804 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX0767603 EED:250805 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX7603 TC,1060 Maverick Holding,51.99,"184,858.75"
,08/06/2025,Expense,,LedgerGurus,,ORIG CO NAME:LEDGERGURUS ORIG ID:XXXXXX3620 DESC DATE:250805 CO ENTRY DESCR:8967 8838 SEC:PPD TRACE#:XXXXXXXX3043350 EED:250806 IND ID: IND NAME:ROBERTO NOEL TR N: XXXXXX3350TC,6330 Accounting Prof Services,"-2,726.00","182,132.75"
,08/06/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250805 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX2902442 EED:250806 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX2442 TC,1060 Maverick Holding,-90.64,"182,042.11"
,08/06/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250805 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX2902763 EED:250806 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX2763 TC,1060 Maverick Holding,0.62,"182,042.73"
,08/06/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250805 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX2902700 EED:250806 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX2700 TC,1060 Maverick Holding,"8,081.09","190,123.82"
,08/07/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250806 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX2118514 EED:250807 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX8514 TC,4040 Chargebacks,-80.07,"190,043.75"
,08/07/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250806 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX2118889 EED:250807 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX8889 TC,1060 Maverick Holding,-72.78,"189,970.97"
,08/07/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250806 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX2118739 EED:250807 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX8739 TC,1060 Maverick Holding,"6,365.26","196,336.23"
,08/07/2025,Expense,,SHENZHEN TIANYA PAPER PRODUCTS CO,,"ONLINE INTERNATIONAL WIRE TRANSFER VIA: BANK OF AMERICA, N.A./0959 A/C: SHENZHEN RURAL COMMERCIAL BANK CORPSHENZHEN CHINA CN BEN: SHENZHEN TIANYA PAPER PRODUCTS CO PINGHU STREET CN REF: 30 PERCENT DEPOSIT ON 60K MORE BOXES INVOICE PAYMENT SSN: XXXX6079 TRN: XXXXXX5219 ES 08/07",1300 Inventory Asset,"-14,580.00","181,756.23"
,08/07/2025,Expense,,Gabriel Luis Alfaro,,Zelle payment to Gabo XXXXXXX1289,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-8.00,"181,748.23"
,08/08/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250807 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX0841135 EED:250808 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX1135 TC,4040 Chargebacks,-72.58,"181,675.65"
,08/08/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250807 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX0841215 EED:250808 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX1215 TC,1060 Maverick Holding,-72.37,"181,603.28"
,08/08/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250807 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX0841194 EED:250808 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX1194 TC,1060 Maverick Holding,"6,514.30","188,117.58"
,08/08/2025,Expense,,Georgia ITS Tax,,ORIG CO NAME:GEORGIA ITS TAX ORIG ID:XXXXXX2015 DESC DATE:250807 CO ENTRY DESCR:GA TX PYMTSEC:CCD TRACE#:XXXXXXXX0954129 EED:250808 IND ID:XXXXXX8544 IND NAME:S PICY CUBES GEORGIA ITS TAX TRN: XXXXXX4129 TC,2300 Sales Tax Payable,-504.79,"187,612.79"
,08/08/2025,Expense,,COMPANY IATCV,,ORIG CO NAME:ROSWITHA BENDER ORIG ID:770510487 C DESC DATE: CO ENTRY DESCR:IAT PAYPALSEC:WEB TRACE#:XXXXXXXX0867637 EED:250808 IND ID:XXXXXXXX06862 IND NAME:COMP ANY IATCV TRN: XXXXXX7637 TC,3200 Owner's Pay & Personal Expenses,"-3,800.00","183,812.79"
,08/08/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250808 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX5127624 EED:250808 IND ID:XXXXXXXX37068 IND NAME:ROBERTO NO EL XX0808PPZKWD TRN: XXXXXX7624 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"183,782.79"
,08/09/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250808 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX2395517 EED:250811 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX5517 TC,1060 Maverick Holding,"6,169.54","189,952.33"
,08/09/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250808 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX2395487 EED:250811 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX5487 TC,1060 Maverick Holding,-66.31,"189,886.02"
,08/11/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250810 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX8427985 EED:250811 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX7985 TC,1060 Maverick Holding,-123.55,"189,762.47"
,08/11/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250810 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX8428069 EED:250811 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX8069 TC,1060 Maverick Holding,"11,941.78","201,704.25"
,08/12/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250811 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX2933874 EED:250812 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX3874 TC,1060 Maverick Holding,-52.39,"201,651.86"
,08/12/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250811 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX2933841 EED:250812 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX3841 TC,4040 Chargebacks,-54.60,"201,597.26"
,08/12/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250811 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX2933846 EED:250812 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX3846 TC,1060 Maverick Holding,"5,134.52","206,731.78"
,08/12/2025,Expense,,SHENZHEN TIANYA PAPER PRODUCTS CO,,"ONLINE INTERNATIONAL WIRE TRANSFER VIA: BANK OF AMERICA, N.A./0959 A/C: SHENZHEN RURAL COMMERCIAL BANK CORPSHENZHEN CHINA CN BEN: SHENZHEN TIANYA PAPER PRODUCTS CO PINGHU STREET CN REF: DEPOSIT ON BOXES INVOICE PAYMENT SSN: XXXX8139 TRN: XXXXXX5224 ES 08/12",1300 Inventory Asset,"-9,000.00","197,731.78"
,08/12/2025,Expense,,OUTPOST BRANDS,,ONLINE DOMESTIC WIRE TRANSFER VIA: TRUIST BANK/XXXXX1387 A/C: OUTPOST BRANDS DAYTONA BEACH FL X2117 US REF: 50 PERCENT DEPOSIT FOR INVOICE 2293 IMAD: 0812MMQFMP 2KXX2463 TRN: XXXXXX5224 ES 08/12,1300 Inventory Asset,"-12,100.00","185,631.78"
,08/13/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250812 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX8569224 EED:250813 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX9224 TC,1060 Maverick Holding,-40.98,"185,590.80"
,08/13/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250812 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX8569202 EED:250813 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX9202 TC,4040 Chargebacks,-73.77,"185,517.03"
,08/13/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250812 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX8569228 EED:250813 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX9228 TC,1060 Maverick Holding,"3,634.70","189,151.73"
,08/13/2025,Expense,,LedgerGurus,,ORIG CO NAME:LEDGERGURUS ORIG ID:XXXXXX6202 DESC DATE:250813 CO ENTRY DESCR:SALE SEC:CCD TRACE#:XXXXXXXX8674121 EED:250813 IND ID: IND NAME:ROBERTO NOEL TRN: 22 XXXX4121TC,6330 Accounting Prof Services,"-5,118.50","184,033.23"
,08/14/2025,Credit Card Payment,,,,Payment Thank You - Web,2110 R. NOEL (8277) - 1,"-4,670.77","179,362.46"
,08/14/2025,Credit Card Payment,,Chase Bank,,Payment to Chase card ending in 1487 08/14,2100 R. NOEL (1487) - 1,"-17,703.92","161,658.54"
,08/14/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250813 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX5758936 EED:250814 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX8936 TC,4040 Chargebacks,-249.09,"161,409.45"
,08/14/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250813 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX5758910 EED:250814 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX8910 TC,1060 Maverick Holding,-51.06,"161,358.39"
,08/14/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250813 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX5758972 EED:250814 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX8972 TC,1060 Maverick Holding,"4,722.21","166,080.60"
,08/14/2025,Expense,,OUTPOST BRANDS,,ONLINE DOMESTIC WIRE TRANSFER VIA: TRUIST BANK/XXXXX1387 A/C: OUTPOST BRANDS DAYTONA BEACH FL X2117 US REF: 50 PERCENT DEPOSIT ON ESTIMATE 2298 IMAD: 0814MMQFMP 2MXX1112 TRN: XXXXXX5226 ES 08/14,1300 Inventory Asset,"-48,400.00","117,680.60"
,08/15/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250814 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX1902082 EED:250815 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX2082 TC,1060 Maverick Holding,-67.45,"117,613.15"
,08/15/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250814 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX1902071 EED:250815 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX2071 TC,1060 Maverick Holding,"6,567.19","124,180.34"
,08/15/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250815 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1262771 EED:250815 IND ID:XXXXXXXX13637 IND NAME:ROBERTO NO EL XX0815PPZYFA TRN: XXXXXX2771 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"124,150.34"
,08/15/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250815 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1262786 EED:250815 IND ID:XXXXXXXX02596 IND NAME:ROBERTO NO EL XX0815PPZYFA TRN: XXXXXX2786 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"124,120.34"
,08/15/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250815 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1262707 EED:250815 IND ID:XXXXXXXX23726 IND NAME:ROBERTO NO EL XX0815PPZYFA TRN: XXXXXX2707 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"124,090.34"
,08/15/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250815 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1262819 EED:250815 IND ID:XXXXXXXX80172 IND NAME:ROBERTO NO EL XX0815PPZYFA TRN: XXXXXX2819 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"124,060.34"
,08/15/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250815 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1263297 EED:250815 IND ID:XXXXXXXX20435 IND NAME:ROBERTO NO EL XX0815PPZYFA TRN: XXXXXX3297 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"124,030.34"
,08/15/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250815 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1262778 EED:250815 IND ID:XXXXXXXX29529 IND NAME:ROBERTO NO EL XX0815PPZYFA TRN: XXXXXX2778 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"124,000.34"
,08/15/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250815 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1262916 EED:250815 IND ID:XXXXXXXX72451 IND NAME:ROBERTO NO EL XX0815PPZYFA TRN: XXXXXX2916 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"123,970.34"
,08/15/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250815 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1262940 EED:250815 IND ID:XXXXXXXX32286 IND NAME:ROBERTO NO EL XX0815PPZYFA TRN: XXXXXX2940 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"123,940.34"
,08/15/2025,Expense,,Kaylee Bass,,Zelle payment to Kaylee JPM99bjisv4q,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"123,910.34"
,08/15/2025,Expense,,Alyin Demir,,Zelle payment to Aylin JPM99bjiqknd,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"123,880.34"
,08/15/2025,Expense,,Chau Nguyen,,Zelle payment to Chau2 JPM99bjj1qpu,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"123,850.34"
,08/16/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250815 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX3803336 EED:250818 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX3336 TC,1060 Maverick Holding,-55.45,"123,794.89"
,08/16/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250815 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX3803373 EED:250818 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX3373 TC,1060 Maverick Holding,"5,417.19","129,212.08"
,08/16/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250815 CO ENTRY DESCR:MERCH CHBKSEC:CCD TRACE#:XXXXXXXX3803331 EED:250818 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX3331 TC,4040 Chargebacks,-88.06,"129,124.02"
,08/18/2025,Deposit,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250817 CO ENTRY DESCR:MERCH DEP SEC:CCD TRACE#:XXXXXXXX3501819 EED:250818 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES SPICY CUBES TRN: XXXXXX1819 TC,1060 Maverick Holding,"11,064.53","140,188.55"
,08/18/2025,Expense,,Maverick,,ORIG CO NAME:M MERCHANT ORIG ID:XXXXXX2108 DESC DATE:250817 CO ENTRY DESCR:DLY DISC SSEC:CCD TRACE#:XXXXXXXX3501812 EED:250818 IND ID:XXXXXXXX0041582 IND NAME:S PICY CUBES TRN: XXXXXX1812 TC,1060 Maverick Holding,-111.23,"140,077.32"
,08/18/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250818 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1104600 EED:250818 IND ID:XXXXXXXX26206 IND NAME:ROBERTO NO EL XX0818PPZ8RK TRN: XXXXXX4600 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"140,047.32"
,08/18/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250818 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1104606 EED:250818 IND ID:XXXXXXXX79957 IND NAME:ROBERTO NO EL XX0818PPZ8RK TRN: XXXXXX4606 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"140,017.32"
,08/18/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250818 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1104616 EED:250818 IND ID:XXXXXXXX63031 IND NAME:ROBERTO NO EL XX0818PPZ8RK TRN: XXXXXX4616 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"139,987.32"
,08/18/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250818 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1104613 EED:250818 IND ID:XXXXXXXX41889 IND NAME:ROBERTO NO EL XX0818PPZ8RK TRN: XXXXXX4613 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"139,957.32"
,08/18/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250818 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1104598 EED:250818 IND ID:XXXXXXXX16053 IND NAME:ROBERTO NO EL XX0818PPZ8RK TRN: XXXXXX4598 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"139,927.32"
,08/18/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250818 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1104612 EED:250818 IND ID:XXXXXXXX34087 IND NAME:ROBERTO NO EL XX0818PPZ8RK TRN: XXXXXX4612 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"139,897.32"
,08/18/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250818 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1104618 EED:250818 IND ID:XXXXXXXX72404 IND NAME:ROBERTO NO EL XX0818PPZ8RK TRN: XXXXXX4618 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"139,867.32"
,08/18/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250818 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1104597 EED:250818 IND ID:XXXXXXXX75062 IND NAME:ROBERTO NO EL XX0818PPZ8RK TRN: XXXXXX4597 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"139,837.32"
,08/18/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250818 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1104615 EED:250818 IND ID:XXXXXXXX53948 IND NAME:ROBERTO NO EL XX0818PPZ8RK TRN: XXXXXX4615 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"139,807.32"
,08/18/2025,Expense,,ROBERTO,,ORIG CO NAME:VENMO ORIG ID:XXXXXX1992 DESC DATE:250818 CO ENTRY DESCR:PAYMENT SEC:WEB TRACE#:XXXXXXXX1104605 EED:250818 IND ID:XXXXXXXX72519 IND NAME:ROBERTO NO EL XX0818PPZ8RK TRN: XXXXXX4605 TC,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"139,777.32"
,08/18/2025,Expense,,Lauren Gebhart,,Zelle payment to Lauren G XXXXXXX9812,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"139,747.32"
,08/18/2025,Expense,,Michelle Pepperdine,,Zelle payment to Michelle Pepperdine JPM99bjvf5xp,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"139,717.32"
,08/18/2025,Expense,,Anjelicia Del Valle,,Zelle payment to Anjelica JPM99bjvetql,6100 Advertising & Marketing:6120 Affiliate Marketing Expense,-30.00,"139,687.32"
